date	title	subtitle	url	file	chars
2025-10-13	Get it in, track it down, follow up	Three essential moves to using AI for verification and contextualization, with a bit of LLM-specific guidance	https://mikecaulfield.substack.com/p/get-it-in-track-it-down-follow-up	by/2025--substack-get-it-in-track-it-down-follow-up.md	3561
2025-10-14	Get It In: Walls of Benin	How pushing the claim or artifact to the LLM for analysis can bring insights you weren't expecting	https://mikecaulfield.substack.com/p/get-it-in-walls-of-benin	by/2025--substack-get-it-in-walls-of-benin.md	1626
2025-10-15	Why You Should "Follow Up": Walls of Benin	An example of how an evidence-focused follow-up can make LLMs much smarter	https://mikecaulfield.substack.com/p/why-you-should-follow-up-walls-of	by/2025--substack-why-you-should-follow-up-walls-of.md	821
2025-10-18	My YouTube AI Mode Infolit HoeDown	I don't think there's a huge audience for this yet, but there will be one soon.	https://mikecaulfield.substack.com/p/my-youtube-ai-mode-infolit-hoedown	by/2025--substack-my-youtube-ai-mode-infolit-hoedown.md	11014
2025-10-21	Critical Thinking with AI: Two Moons	Using an evidence-focused follow-up for definitional concerns	https://mikecaulfield.substack.com/p/adventures-in-ai-literacy-two-moons	by/2025--substack-adventures-in-ai-literacy-two-moons.md	1776
2026-03-09	Softerware	Keep your Claude skills loose for better performance	https://mikecaulfield.substack.com/p/softerware	by/2026--substack-softerware.md	3933
2026-03-10	The problem with Grammarly's "experts" is it doesn't use their expertise at all	I'm in this photo and I don't like it	https://mikecaulfield.substack.com/p/the-problem-with-grammarlys-experts	by/2026--substack-the-problem-with-grammarlys-experts.md	3970
2026-03-29	A SIFT Rebuild (in progress)	It's probably too important to keep my mouth shut until it is done	https://mikecaulfield.substack.com/p/a-sift-rebuild-in-progress	by/2026--substack-a-sift-rebuild-in-progress.md	23421
2026-03-31	What does "Investigate the evidence" mean in the SIFT for AI proposal		https://mikecaulfield.substack.com/p/what-does-investigate-the-evidence	by/2026--substack-what-does-investigate-the-evidence.md	9965
2026-04-03	Look before you leap: How AI changes source verification and how SIFT will respond	Surprisingly few people are talking about this?	https://mikecaulfield.substack.com/p/look-before-you-leap-how-ai-changes	by/2026--substack-look-before-you-leap-how-ai-changes.md	9118
2026-04-05	SIFT for AI: Easter Bunny on Right	A demonstration of the Find Relevant Sources move	https://mikecaulfield.substack.com/p/sift-for-ai-easter-bunny-on-right	by/2026--substack-sift-for-ai-easter-bunny-on-right.md	2757
2026-04-12	Wikity: Building an Obsidian wiki out by leaving corrective notes for Claude Code in it	How to build through commenting and think through adopting an editor's eye...	https://mikecaulfield.substack.com/p/wikity-building-an-obsidian-wiki	by/2026--substack-wikity-building-an-obsidian-wiki.md	4175
2026-04-13	A bit more on Wikity 2, the Obsidian-based Claude-powered LLM I built	There's a lesson for educators here too: We're going to get beyond the chatbot very soon.	https://mikecaulfield.substack.com/p/a-bit-more-on-wikity-2-the-obsidian	by/2026--substack-a-bit-more-on-wikity-2-the-obsidian.md	4395
2026-04-15	A Claude Skill that Makes LLM Paragraphs More Bearable	And they said studying Christensen's rhetoric of the sentence was a waste of time...	https://mikecaulfield.substack.com/p/a-300-word-prompt-that-makes-llm	by/2026--substack-a-300-word-prompt-that-makes-llm.md	10605
2026-04-16	Introducing /jamesian, a Claude skill that helps you de-homogenize LLM prose	Building bigger sentences for a better world	https://mikecaulfield.substack.com/p/introducing-jamesian-a-claude-skill	by/2026--substack-introducing-jamesian-a-claude-skill.md	6320
2026-04-27	You Can Just Say How To Do Things: A Radical Approach to Expert Prompting	The magic tricks phase of prompting is over. Just focus on how to do the thing.	https://mikecaulfield.substack.com/p/you-can-just-say-how-to-do-things	by/2026--substack-you-can-just-say-how-to-do-things.md	12559
2026-05-14	Publishing-brain limits people's understanding of AI usefulness	Yep, it's not an answer box. But we figured that out years ago, what else you got?	https://mikecaulfield.substack.com/p/publishing-brain-limits-peoples-understanding	by/2026--substack-publishing-brain-limits-peoples-understanding.md	9236
2026-05-25	Quick notes on using Sonnet with moderate effort versus Opus with low effort for a nuanced classification task	In a word, Sonnet gets very confused, Opus-low does not.	https://mikecaulfield.substack.com/p/quick-notes-on-using-sonnet-with	by/2026--substack-quick-notes-on-using-sonnet-with.md	7875
2026-05-28	An interesting attribute tagging approach with LLMs	And why the literature on cognitive surrender can feel a million miles away to people who use this stuff	https://mikecaulfield.substack.com/p/an-interesting-attribute-tagging	by/2026--substack-an-interesting-attribute-tagging.md	7054
2026-05-29	Introducing Plotwise, the slightly weird film explorer	Running a recommendation engine off of HTML and 5 MB of JSON	https://mikecaulfield.substack.com/p/introducing-plotwise-the-slightly	by/2026--substack-introducing-plotwise-the-slightly.md	5191
2026-06-04	Tilling the Garden: A different way to use AI to make interesting and useful apps	Rebuilding the internet of weird little things one data enrichment at a time	https://mikecaulfield.substack.com/p/tilling-the-garden-a-different-way	by/2026--substack-tilling-the-garden-a-different-way.md	15973
2026-06-05	A simple starter film data prompt: Calculating on-screen film deaths in 1998	A simple prompt to understand some basic LLMs + data + interface concepts	https://mikecaulfield.substack.com/p/a-simple-starter-film-data-prompt	by/2026--substack-a-simple-starter-film-data-prompt.md	9594
2026-06-17	We could be building a better world with our students. Why are we disempowering them instead?	And why did our constructionism impulse die when it was most needed?	https://mikecaulfield.substack.com/p/we-could-be-building-a-better-world	by/2026--substack-we-could-be-building-a-better-world.md	10865
2026-06-20	Tagging Motel Noir	An example of how LLM projects find depth, and how people find curiosity	https://mikecaulfield.substack.com/p/tagging-motel-noir	by/2026--substack-tagging-motel-noir.md	11342
2026-06-30	Four Tips for Better Prompting	A generalizable and durable approach to investigating an issue with an LLM.	https://mikecaulfield.substack.com/p/four-tips-for-better-prompting	by/2026--substack-four-tips-for-better-prompting.md	22900
2026-07-11	I Finally Understand Why LLMs Suck at Writing Prompts (And It Might Be Fixable)	I've wondered a long time why LLMs are so bad at writing prompts for users to use when they seem to be so good at prompting on the fly. It turns out the two things are related.	https://mikecaulfield.substack.com/p/i-finally-understand-why-llms-suck	by/2026--substack-i-finally-understand-why-llms-suck.md	8977
2026-07-22	Blog Posts as LLM Repair Code	To Fix the Crappy Prompts Claude Wrote for You, Have Claude Read My Blog Post	https://mikecaulfield.substack.com/p/blog-posts-as-llm-repair-code	by/2026--substack-blog-posts-as-llm-repair-code.md	2670
2026-07-31	My De-Claudifying Memory File to Ditch Claude's "Word Mosaics"	How I at least partially mitigate Claude Fable's ridiculous yoda-speak	https://mikecaulfield.substack.com/p/my-de-claudifying-memory-file-to	by/2026--substack-my-de-claudifying-memory-file-to.md	3944
